x,y,avg_velocity
21,1,9.45767e+11
22,1,9.45767e+11
23,1,9.45767e+11
24,1,9.45767e+11
25,1,9.45767e+11
26,1,9.45767e+11
27,1,9.45767e+11
28,1,9.45767e+11
29,1,9.45767e+11
30,1,9.45767e+11
31,1,9.45767e+11
32,1,9.45767e+11
33,1,9.45767e+11
34,1,9.45767e+11
35,1,9.45767e+11
36,1,9.45767e+11
37,1,9.45767e+11
38,1,9.45767e+11
39,1,9.45767e+11
40,1,9.45767e+11
41,1,9.45767e+11
42,1,9.45767e+11
43,1,9.45767e+11
44,1,9.45767e+11
45,1,9.45767e+11
46,1,9.45767e+11
47,1,9.45767e+11
48,1,9.45767e+11
49,1,9.45767e+11
50,1,9.45767e+11
51,1,9.45767e+11
52,1,9.45767e+11
53,1,9.45767e+11
54,1,9.45767e+11
55,1,9.45767e+11
56,1,9.45767e+11
57,1,9.45767e+11
58,1,9.45767e+11
59,1,9.45767e+11
60,1,9.45767e+11
61,1,9.45767e+11
62,1,9.45767e+11
63,1,9.45767e+11
64,1,9.45767e+11
65,1,9.45767e+11
66,1,9.45767e+11
67,1,9.45767e+11
68,1,9.45767e+11
69,1,9.45767e+11
70,1,9.45767e+11
71,1,9.45767e+11
72,1,9.45767e+11
73,1,9.45767e+11
74,1,9.45767e+11
75,1,9.45767e+11
76,1,9.45767e+11
77,1,9.45767e+11
78,1,9.45767e+11
79,1,9.45767e+11
80,1,9.45767e+11
81,1,9.45767e+11
82,1,9.45767e+11
83,1,9.45767e+11
84,1,9.45767e+11
85,1,9.45767e+11
86,1,9.45767e+11
87,1,9.45767e+11
88,1,9.45767e+11
89,1,9.45767e+11
90,1,9.45767e+11
91,1,9.45767e+11
92,1,9.45767e+11
93,1,9.45767e+11
94,1,9.45767e+11
95,1,9.45767e+11
96,1,9.45767e+11
97,1,9.45767e+11
98,1,9.45767e+11
99,1,9.45767e+11
0,2,9.45767e+11
1,2,9.45767e+11
2,2,9.45767e+11
3,2,9.45767e+11
4,2,9.45767e+11
5,2,9.45767e+11
6,2,9.45767e+11
7,2,9.45767e+11
8,2,9.45767e+11
9,2,9.45767e+11
10,2,9.45767e+11
11,2,9.45767e+11
12,2,9.45767e+11
13,2,9.45767e+11
14,2,9.45767e+11
15,2,9.45767e+11
16,2,9.45767e+11
17,2,9.45767e+11
18,2,9.45767e+11
19,2,9.45767e+11
20,2,9.45767e+11
21,2,9.45767e+11
22,2,9.45767e+11
23,2,9.45767e+11
24,2,9.45767e+11
25,2,9.45767e+11
26,2,9.45767e+11
27,2,9.45767e+11
28,2,9.45767e+11
29,2,9.45767e+11
30,2,9.45767e+11
31,2,9.45767e+11
32,2,9.45767e+11
33,2,9.45767e+11
34,2,9.45767e+11
35,2,9.45767e+11
36,2,9.45767e+11
37,2,9.45767e+11
38,2,9.45767e+11
39,2,9.45767e+11
40,2,9.45767e+11
41,2,9.45767e+11
42,2,9.45767e+11
43,2,9.45767e+11
44,2,9.45767e+11
45,2,9.45767e+11
46,2,9.45767e+11
47,2,9.45767e+11
48,2,9.45767e+11
49,2,9.45767e+11
50,2,9.45767e+11
51,2,9.45767e+11
52,2,9.45767e+11
53,2,9.45767e+11
54,2,9.45767e+11
55,2,9.45767e+11
56,2,9.45767e+11
57,2,9.45767e+11
58,2,9.45767e+11
59,2,9.45767e+11
60,2,9.45767e+11
61,2,9.45767e+11
62,2,9.45767e+11
63,2,9.45767e+11
64,2,9.45767e+11
65,2,9.45767e+11
66,2,9.45767e+11
67,2,9.45767e+11
68,2,9.45767e+11
69,2,9.45767e+11
70,2,9.45767e+11
71,2,9.45767e+11
72,2,9.45767e+11
73,2,9.45767e+11
74,2,9.45767e+11
75,2,9.45767e+11
76,2,9.45767e+11
77,2,9.45767e+11
78,2,9.45767e+11
79,2,9.45767e+11
80,2,9.45767e+11
81,2,9.45767e+11
82,2,9.45767e+11
83,2,9.45767e+11
84,2,9.45767e+11
85,2,9.45767e+11
86,2,9.45767e+11
87,2,9.45767e+11
88,2,9.45767e+11
89,2,9.45767e+11
90,2,9.45767e+11
91,2,9.45767e+11
92,2,9.45767e+11
93,2,9.45767e+11
94,2,9.45767e+11
95,2,9.45767e+11
96,2,9.45767e+11
97,2,9.45767e+11
98,2,9.45767e+11
99,2,9.45767e+11
0,3,9.45767e+11
1,3,9.45767e+11
2,3,9.45767e+11
3,3,9.45767e+11
4,3,9.45767e+11
5,3,9.45767e+11
6,3,9.45767e+11
7,3,9.45767e+11
8,3,9.45767e+11
9,3,9.45767e+11
10,3,9.45767e+11
11,3,9.45767e+11
12,3,9.45767e+11
13,3,9.45767e+11
14,3,9.45767e+11
15,3,9.45767e+11
16,3,9.45767e+11
17,3,9.45767e+11
18,3,9.45767e+11
19,3,9.45767e+11
20,3,9.45767e+11
21,3,9.45767e+11
22,3,9.45767e+11
23,3,9.45767e+11
24,3,9.45767e+11
25,3,9.45767e+11
26,3,9.45767e+11
27,3,9.45767e+11
28,3,9.45767e+11
29,3,9.45767e+11
30,3,9.45767e+11
31,3,9.45767e+11
32,3,9.45767e+11
33,3,9.45767e+11
34,3,9.45767e+11
35,3,9.45767e+11
36,3,9.45767e+11
37,3,9.45767e+11
38,3,9.45767e+11
39,3,9.45767e+11
40,3,9.45767e+11
41,3,9.45767e+11
42,3,9.45767e+11
43,3,9.45767e+11
44,3,9.45767e+11
45,3,9.45767e+11
46,3,9.45767e+11
47,3,9.45767e+11
48,3,9.45767e+11
49,3,9.45767e+11
50,3,9.45767e+11
51,3,9.45767e+11
52,3,9.45767e+11
53,3,9.45767e+11
54,3,9.45767e+11
55,3,9.45767e+11
56,3,9.45767e+11
57,3,9.45767e+11
58,3,9.45767e+11
59,3,9.45767e+11
60,3,9.45767e+11
61,3,9.45767e+11
62,3,9.45767e+11
63,3,9.45767e+11
64,3,9.45767e+11
65,3,9.45767e+11
66,3,9.45767e+11
67,3,9.45767e+11
68,3,9.45767e+11
69,3,9.45767e+11
70,3,9.45767e+11
71,3,9.45767e+11
72,3,9.45767e+11
73,3,9.45767e+11
74,3,9.45767e+11
75,3,9.45767e+11
76,3,9.45767e+11
77,3,9.45767e+11
78,3,9.45767e+11
79,3,9.45767e+11
80,3,9.45767e+11
81,3,9.45767e+11
82,3,9.45767e+11
83,3,9.45767e+11
84,3,9.45767e+11
85,3,9.45767e+11
86,3,9.45767e+11
87,3,9.45767e+11
88,3,9.45767e+11
89,3,9.45767e+11
90,3,9.45767e+11
91,3,9.45767e+11
92,3,9.45767e+11
93,3,9.45767e+11
94,3,9.45767e+11
95,3,9.45767e+11
96,3,9.45767e+11
97,3,9.45767e+11
98,3,9.45767e+11
99,3,9.45767e+11
0,4,9.45767e+11
1,4,9.45767e+11
2,4,9.45767e+11
3,4,9.45767e+11
4,4,9.45767e+11
5,4,9.45767e+11
6,4,9.45767e+11
7,4,9.45767e+11
8,4,9.45767e+11
9,4,9.45767e+11
10,4,9.45767e+11
11,4,9.45767e+11
12,4,9.45767e+11
13,4,9.45767e+11
14,4,9.45767e+11
15,4,9.45767e+11
16,4,9.45767e+11
17,4,9.45767e+11
18,4,9.45767e+11
19,4,9.45767e+11
20,4,9.45767e+11
21,4,9.45767e+11
22,4,9.45767e+11
23,4,9.45767e+11
24,4,9.45767e+11
25,4,9.45767e+11
26,4,9.45767e+11
27,4,9.45767e+11
28,4,9.45767e+11
29,4,9.45767e+11
30,4,9.45767e+11
31,4,9.45767e+11
32,4,9.45767e+11
33,4,9.45767e+11
34,4,9.45767e+11
35,4,9.45767e+11
36,4,9.45767e+11
37,4,9.45767e+11
38,4,9.45767e+11
39,4,9.45767e+11
40,4,9.45767e+11
41,4,9.45767e+11
42,4,9.45767e+11
43,4,9.45767e+11
44,4,9.45767e+11
45,4,9.45767e+11
46,4,9.45767e+11
47,4,9.45767e+11
48,4,9.45767e+11
49,4,9.45767e+11
50,4,9.45767e+11
51,4,9.45767e+11
52,4,9.45767e+11
53,4,9.45767e+11
54,4,9.45767e+11
55,4,9.45767e+11
56,4,9.45767e+11
57,4,9.45767e+11
58,4,9.45767e+11
59,4,9.45767e+11
60,4,9.45767e+11
61,4,9.45767e+11
62,4,9.45767e+11
63,4,9.45767e+11
64,4,9.45767e+11
65,4,9.45767e+11
66,4,9.45767e+11
67,4,9.45767e+11
68,4,9.45767e+11
69,4,9.45767e+11
70,4,9.45767e+11
71,4,9.45767e+11
72,4,9.45767e+11
73,4,9.45767e+11
74,4,9.45767e+11
75,4,9.45767e+11
76,4,9.45767e+11
77,4,9.45767e+11
78,4,9.45767e+11
79,4,9.45767e+11
80,4,9.45767e+11
81,4,9.45767e+11
82,4,9.45767e+11
83,4,9.45767e+11
84,4,9.45767e+11
85,4,9.45767e+11
86,4,9.45767e+11
87,4,9.45767e+11
88,4,9.45767e+11
89,4,9.45767e+11
90,4,9.45767e+11
91,4,9.45767e+11
92,4,9.45767e+11
93,4,9.45767e+11
94,4,9.45767e+11
95,4,9.45767e+11
96,4,9.45767e+11
97,4,9.45767e+11
98,4,9.45767e+11
99,4,9.45767e+11
0,5,9.45767e+11
1,5,9.45767e+11
2,5,9.45767e+11
3,5,9.45767e+11
4,5,9.45767e+11
5,5,9.45767e+11
6,5,9.45767e+11
7,5,9.45767e+11
8,5,9.45767e+11
9,5,9.45767e+11
10,5,9.45767e+11
11,5,9.45767e+11
12,5,9.45767e+11
13,5,9.45767e+11
14,5,9.45767e+11
15,5,9.45767e+11
16,5,9.45767e+11
17,5,9.45767e+11
18,5,9.45767e+11
19,5,9.45767e+11
20,5,9.45767e+11
21,5,9.45767e+11
22,5,9.45767e+11
23,5,9.45767e+11
24,5,9.45767e+11
25,5,9.45767e+11
26,5,9.45767e+11
27,5,9.45767e+11
28,5,9.45767e+11
29,5,9.45767e+11
30,5,9.45767e+11
31,5,9.45767e+11
32,5,9.45767e+11
33,5,9.45767e+11
34,5,9.45767e+11
35,5,9.45767e+11
36,5,9.45767e+11
37,5,9.45767e+11
38,5,9.45767e+11
39,5,9.45767e+11
40,5,9.45767e+11
41,5,9.45767e+11
42,5,9.45767e+11
43,5,9.45767e+11
44,5,9.45767e+11
45,5,9.45767e+11
46,5,9.45767e+11
47,5,9.45767e+11
48,5,9.45767e+11
49,5,9.45767e+11
50,5,9.45767e+11
51,5,9.45767e+11
52,5,9.45767e+11
53,5,9.45767e+11
54,5,9.45767e+11
55,5,9.45767e+11
56,5,9.45767e+11
57,5,9.45767e+11
58,5,9.45767e+11
59,5,9.45767e+11
60,5,9.45767e+11
61,5,9.45767e+11
62,5,9.45767e+11
63,5,9.45767e+11
64,5,9.45767e+11
65,5,9.45767e+11
66,5,9.45767e+11
67,5,9.45767e+11
68,5,9.45767e+11
69,5,9.45767e+11
70,5,9.45767e+11
71,5,9.45767e+11
72,5,9.45767e+11
73,5,9.45767e+11
74,5,9.45767e+11
75,5,9.45767e+11
76,5,9.45767e+11
77,5,9.45767e+11
78,5,9.45767e+11
79,5,9.45767e+11
80,5,9.45767e+11
81,5,9.45767e+11
82,5,9.45767e+11
83,5,9.45767e+11
84,5,9.45767e+11
85,5,9.45767e+11
86,5,9.45767e+11
87,5,9.45767e+11
88,5,9.45767e+11
89,5,9.45767e+11
90,5,9.45767e+11
91,5,9.45767e+11
92,5,9.45767e+11
93,5,9.45767e+11
94,5,9.45767e+11
95,5,9.45767e+11
96,5,9.45767e+11
97,5,9.45767e+11
98,5,9.45767e+11
99,5,9.45767e+11
0,6,9.45767e+11
1,6,9.45767e+11
2,6,9.45767e+11
3,6,9.45767e+11
4,6,9.45767e+11
5,6,9.45767e+11
6,6,9.45767e+11
7,6,9.45767e+11
8,6,9.45767e+11
9,6,9.45767e+11
10,6,9.45767e+11
11,6,9.45767e+11
12,6,9.45767e+11
13,6,9.45767e+11
14,6,9.45767e+11
15,6,9.45767e+11
16,6,9.45767e+11
17,6,9.45767e+11
18,6,9.45767e+11
19,6,9.45767e+11
20,6,9.45767e+11
21,6,9.45767e+11
22,6,9.45767e+11
23,6,9.45767e+11
24,6,9.45767e+11
25,6,9.45767e+11
26,6,9.45767e+11
27,6,9.45767e+11
28,6,9.45767e+11
29,6,9.45767e+11
30,6,9.45767e+11
31,6,9.45767e+11
32,6,9.45767e+11
33,6,9.45767e+11
34,6,9.45767e+11
35,6,9.45767e+11
36,6,9.45767e+11
37,6,9.45767e+11
38,6,9.45767e+11
39,6,9.45767e+11
40,6,9.45767e+11
41,6,9.45767e+11
42,6,9.45767e+11
43,6,9.45767e+11
44,6,9.45767e+11
45,6,9.45767e+11
46,6,9.45767e+11
47,6,9.45767e+11
48,6,9.45767e+11
49,6,9.45767e+11
50,6,9.45767e+11
51,6,9.45767e+11
52,6,9.45767e+11
53,6,9.45767e+11
54,6,9.45767e+11
55,6,9.45767e+11
56,6,9.45767e+11
57,6,9.45767e+11
58,6,9.45767e+11
59,6,9.45767e+11
60,6,9.45767e+11
61,6,9.45767e+11
62,6,9.45767e+11
63,6,9.45767e+11
64,6,9.45767e+11
65,6,9.45767e+11
66,6,9.45767e+11
67,6,9.45767e+11
68,6,9.45767e+11
69,6,9.45767e+11
70,6,9.45767e+11
71,6,9.45767e+11
72,6,9.45767e+11
73,6,9.45767e+11
74,6,9.45767e+11
75,6,9.45767e+11
76,6,9.45767e+11
77,6,9.45767e+11
78,6,9.45767e+11
79,6,9.45767e+11
80,6,9.45767e+11
81,6,9.45767e+11
82,6,9.45767e+11
83,6,9.45767e+11
84,6,9.45767e+11
85,6,9.45767e+11
86,6,9.45767e+11
87,6,9.45767e+11
88,6,9.45767e+11
89,6,9.45767e+11
90,6,9.45767e+11
91,6,9.45767e+11
92,6,9.45767e+11
93,6,9.45767e+11
94,6,9.45767e+11
95,6,9.45767e+11
96,6,9.45767e+11
97,6,9.45767e+11
98,6,9.45767e+11
99,6,9.45767e+11
0,7,9.45767e+11
1,7,9.45767e+11
2,7,9.45767e+11
3,7,9.45767e+11
4,7,9.45767e+11
5,7,9.45767e+11
6,7,9.45767e+11
7,7,9.45767e+11
8,7,9.45767e+11
9,7,9.45767e+11
10,7,9.45767e+11
11,7,9.45767e+11
12,7,9.45767e+11
13,7,9.45767e+11
14,7,9.45767e+11
15,7,9.45767e+11
16,7,9.45767e+11
17,7,9.45767e+11
18,7,9.45767e+11
19,7,9.45767e+11
20,7,9.45767e+11
21,7,9.45767e+11
22,7,9.45767e+11
23,7,9.45767e+11
24,7,9.45767e+11
25,7,9.45767e+11
26,7,9.45767e+11
27,7,9.45767e+11
28,7,9.45767e+11
29,7,9.45767e+11
30,7,9.45767e+11
31,7,9.45767e+11
32,7,9.45767e+11
33,7,9.45767e+11
34,7,9.45767e+11
35,7,9.45767e+11
36,7,9.45767e+11
37,7,9.45767e+11
38,7,9.45767e+11
39,7,9.45767e+11
40,7,9.45767e+11
41,7,9.45767e+11
42,7,9.45767e+11
43,7,9.45767e+11
44,7,9.45767e+11
45,7,9.45767e+11
46,7,9.45767e+11
47,7,9.45767e+11
48,7,9.45767e+11
49,7,9.45767e+11
50,7,9.45767e+11
51,7,9.45767e+11
52,7,9.45767e+11
53,7,9.45767e+11
54,7,9.45767e+11
55,7,9.45767e+11
56,7,9.45767e+11
57,7,9.45767e+11
58,7,9.45767e+11
59,7,9.45767e+11
60,7,9.45767e+11
61,7,9.45767e+11
62,7,9.45767e+11
63,7,9.45767e+11
64,7,9.45767e+11
65,7,9.45767e+11
66,7,9.45767e+11
67,7,9.45767e+11
68,7,9.45767e+11
69,7,9.45767e+11
70,7,9.45767e+11
71,7,9.45767e+11
72,7,9.45767e+11
73,7,9.45767e+11
74,7,9.45767e+11
75,7,9.45767e+11
76,7,9.45767e+11
77,7,9.45767e+11
78,7,9.45767e+11
79,7,9.45767e+11
80,7,9.45767e+11
81,7,9.45767e+11
82,7,9.45767e+11
83,7,9.45767e+11
84,7,9.45767e+11
85,7,9.45767e+11
86,7,9.45767e+11
87,7,9.45767e+11
88,7,9.45767e+11
89,7,9.45767e+11
90,7,9.45767e+11
91,7,9.45767e+11
92,7,9.45767e+11
93,7,9.45767e+11
94,7,9.45767e+11
95,7,9.45767e+11
96,7,9.45767e+11
97,7,9.45767e+11
98,7,9.45767e+11
99,7,9.45767e+11
0,8,9.45767e+11
1,8,9.45767e+11
2,8,9.45767e+11
3,8,9.45767e+11
4,8,9.45767e+11
5,8,9.45767e+11
6,8,9.45767e+11
7,8,9.45767e+11
8,8,9.45767e+11
9,8,9.45767e+11
10,8,9.45767e+11
11,8,9.45767e+11
12,8,9.45767e+11
13,8,9.45767e+11
14,8,9.45767e+11
15,8,9.45767e+11
16,8,9.45767e+11
17,8,9.45767e+11
18,8,9.45767e+11
19,8,9.45767e+11
20,8,9.45767e+11
21,8,9.45767e+11
22,8,9.45767e+11
23,8,9.45767e+11
24,8,9.45767e+11
25,8,9.45767e+11
26,8,9.45767e+11
27,8,9.45767e+11
28,8,9.45767e+11
29,8,9.45767e+11
30,8,9.45767e+11
31,8,9.45767e+11
32,8,9.45767e+11
33,8,9.45767e+11
34,8,9.45767e+11
35,8,9.45767e+11
36,8,9.45767e+11
37,8,9.45767e+11
38,8,9.45767e+11
39,8,9.45767e+11
40,8,9.45767e+11
41,8,9.45767e+11
42,8,9.45767e+11
43,8,9.45767e+11
44,8,9.45767e+11
45,8,9.45767e+11
46,8,9.45767e+11
47,8,9.45767e+11
48,8,9.45767e+11
49,8,9.45767e+11
50,8,9.45767e+11
51,8,9.45767e+11
52,8,9.45767e+11
53,8,9.45767e+11
54,8,9.45767e+11
55,8,9.45767e+11
56,8,9.45767e+11
57,8,9.45767e+11
58,8,9.45767e+11
59,8,9.45767e+11
60,8,9.45767e+11
61,8,9.45767e+11
62,8,9.45767e+11
63,8,9.45767e+11
64,8,9.45767e+11
65,8,9.45767e+11
66,8,9.45767e+11
67,8,9.45767e+11
68,8,9.45767e+11
69,8,9.45767e+11
70,8,9.45767e+11
71,8,9.45767e+11
72,8,9.45767e+11
73,8,9.45767e+11
74,8,9.45767e+11
75,8,9.45767e+11
76,8,9.45767e+11
77,8,9.45767e+11
78,8,9.45767e+11
79,8,9.45767e+11
80,8,9.45767e+11
81,8,9.45767e+11
82,8,9.45767e+11
83,8,9.45767e+11
84,8,9.45767e+11
85,8,9.45767e+11
86,8,9.45767e+11
87,8,9.45767e+11
88,8,9.45767e+11
89,8,9.45767e+11
90,8,9.45767e+11
91,8,9.45767e+11
92,8,9.45767e+11
93,8,9.45767e+11
94,8,9.45767e+11
95,8,9.45767e+11
96,8,9.45767e+11
97,8,9.45767e+11
98,8,9.45767e+11
99,8,9.45767e+11
0,9,9.45767e+11
1,9,9.45767e+11
2,9,9.45767e+11
3,9,9.45767e+11
4,9,9.45767e+11
5,9,9.45767e+11
6,9,9.45767e+11
7,9,9.45767e+11
8,9,9.45767e+11
9,9,9.45767e+11
10,9,9.45767e+11
11,9,9.45767e+11
12,9,9.45767e+11
13,9,9.45767e+11
14,9,9.45767e+11
15,9,9.45767e+11
16,9,9.45767e+11
17,9,9.45767e+11
18,9,9.45767e+11
19,9,9.45767e+11
20,9,9.45767e+11
21,9,9.45767e+11
22,9,9.45767e+11
23,9,9.45767e+11
24,9,9.45767e+11
25,9,9.45767e+11
26,9,9.45767e+11
27,9,9.45767e+11
28,9,9.45767e+11
29,9,9.45767e+11
30,9,9.45767e+11
31,9,9.45767e+11
32,9,9.45767e+11
33,9,9.45767e+11
34,9,9.45767e+11
35,9,9.45767e+11
36,9,9.45767e+11
37,9,9.45767e+11
38,9,9.45767e+11
39,9,9.45767e+11
40,9,9.45767e+11
41,9,9.45767e+11
42,9,9.45767e+11
43,9,9.45767e+11
44,9,9.45767e+11
45,9,9.45767e+11
46,9,9.45767e+11
47,9,9.45767e+11
48,9,9.45767e+11
49,9,9.45767e+11
50,9,9.45767e+11
51,9,9.45767e+11
52,9,9.45767e+11
53,9,9.45767e+11
54,9,9.45767e+11
55,9,9.45767e+11
56,9,9.45767e+11
57,9,9.45767e+11
58,9,9.45767e+11
59,9,9.45767e+11
60,9,9.45767e+11
61,9,9.45767e+11
62,9,9.45767e+11
63,9,9.45767e+11
64,9,9.45767e+11
65,9,9.45767e+11
66,9,9.45767e+11
67,9,9.45767e+11
68,9,9.45767e+11
69,9,9.45767e+11
70,9,9.45767e+11
71,9,9.45767e+11
72,9,9.45767e+11
73,9,9.45767e+11
74,9,9.45767e+11
75,9,9.45767e+11
76,9,9.45767e+11
77,9,9.45767e+11
78,9,9.45767e+11
79,9,9.45767e+11
80,9,9.45767e+11
81,9,9.45767e+11
82,9,9.45767e+11
83,9,9.45767e+11
84,9,9.45767e+11
85,9,9.45767e+11
86,9,9.45767e+11
87,9,9.45767e+11
88,9,9.45767e+11
89,9,9.45767e+11
90,9,9.45767e+11
91,9,9.45767e+11
92,9,9.45767e+11
93,9,9.45767e+11
94,9,9.45767e+11
95,9,9.45767e+11
96,9,9.45767e+11
97,9,9.45767e+11
98,9,9.45767e+11
99,9,9.45767e+11
0,10,9.45767e+11
1,10,9.45767e+11
2,10,9.45767e+11
3,10,9.45767e+11
4,10,9.45767e+11
5,10,9.45767e+11
6,10,9.45767e+11
7,10,9.45767e+11
8,10,9.45767e+11
9,10,9.45767e+11
10,10,9.45767e+11
11,10,9.45767e+11
12,10,9.45767e+11
13,10,9.45767e+11
14,10,9.45767e+11
15,10,9.45767e+11
16,10,9.45767e+11
17,10,9.45767e+11
18,10,9.45767e+11
19,10,9.45767e+11
20,10,9.45767e+11
21,10,9.45767e+11
22,10,9.45767e+11
23,10,9.45767e+11
24,10,9.45767e+11
25,10,9.45767e+11
26,10,9.45767e+11
27,10,9.45767e+11
28,10,9.45767e+11
29,10,9.45767e+11
30,10,9.45767e+11
31,10,9.45767e+11
32,10,9.45767e+11
33,10,9.45767e+11
34,10,9.45767e+11
35,10,9.45767e+11
36,10,9.45767e+11
37,10,9.45767e+11
38,10,9.45767e+11
39,10,9.45767e+11
40,10,9.45767e+11
41,10,9.45767e+11
42,10,9.45767e+11
43,10,9.45767e+11
44,10,9.45767e+11
45,10,9.45767e+11
46,10,9.45767e+11
47,10,9.45767e+11
48,10,9.45767e+11
49,10,9.45767e+11
50,10,9.45767e+11
51,10,9.45767e+11
52,10,9.45767e+11
53,10,9.45767e+11
54,10,9.45767e+11
55,10,9.45767e+11
56,10,9.45767e+11
57,10,9.45767e+11
58,10,9.45767e+11
59,10,9.45767e+11
60,10,9.45767e+11
61,10,9.45767e+11
62,10,9.45767e+11
63,10,9.45767e+11
64,10,9.45767e+11
65,10,9.45767e+11
66,10,9.45767e+11
67,10,9.45767e+11
68,10,9.45767e+11
69,10,9.45767e+11
70,10,9.45767e+11
71,10,9.45767e+11
72,10,9.45767e+11
73,10,9.45767e+11
74,10,9.45767e+11
75,10,9.45767e+11
76,10,9.45767e+11
77,10,9.45767e+11
78,10,9.45767e+11
79,10,9.45767e+11
80,10,9.45767e+11
81,10,9.45767e+11
82,10,9.45767e+11
83,10,9.45767e+11
84,10,9.45767e+11
85,10,9.45767e+11
86,10,9.45767e+11
87,10,9.45767e+11
88,10,9.45767e+11
89,10,9.45767e+11
90,10,9.45767e+11
91,10,9.45767e+11
92,10,9.45767e+11
93,10,9.45767e+11
94,10,9.45767e+11
95,10,9.45767e+11
96,10,9.45767e+11
97,10,9.45767e+11
98,10,9.45767e+11
99,10,9.45767e+11
0,11,9.45767e+11
1,11,9.45767e+11
2,11,9.45767e+11
3,11,9.45767e+11
4,11,9.45767e+11
5,11,9.45767e+11
6,11,9.45767e+11
7,11,9.45767e+11
8,11,9.45767e+11
9,11,9.45767e+11
10,11,9.45767e+11
11,11,9.45767e+11
12,11,9.45767e+11
13,11,9.45767e+11
14,11,9.45767e+11
15,11,9.45767e+11
16,11,9.45767e+11
17,11,9.45767e+11
18,11,9.45767e+11
19,11,9.45767e+11
20,11,9.45767e+11
21,11,9.45767e+11
22,11,9.45767e+11
23,11,9.45767e+11
24,11,9.45767e+11
25,11,9.45767e+11
26,11,9.45767e+11
27,11,9.45767e+11
28,11,9.45767e+11
29,11,9.45767e+11
30,11,9.45767e+11
31,11,9.45767e+11
32,11,9.45767e+11
33,11,9.45767e+11
34,11,9.45767e+11
35,11,9.45767e+11
36,11,9.45767e+11
37,11,9.45767e+11
38,11,9.45767e+11
39,11,9.45767e+11
40,11,9.45767e+11
41,11,9.45767e+11
42,11,9.45767e+11
43,11,9.45767e+11
44,11,9.45767e+11
45,11,9.45767e+11
46,11,9.45767e+11
47,11,9.45767e+11
48,11,9.45767e+11
49,11,9.45767e+11
50,11,9.45767e+11
51,11,9.45767e+11
52,11,9.45767e+11
53,11,9.45767e+11
54,11,9.45767e+11
55,11,9.45767e+11
56,11,9.45767e+11
57,11,9.45767e+11
58,11,9.45767e+11
59,11,9.45767e+11
60,11,9.45767e+11
61,11,9.45767e+11
62,11,9.45767e+11
63,11,9.45767e+11
